session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
2912,18,22,166,264,166,5,264,264,166,166,39
2913,264,22,17,18,264,22,5,3886,217,217,39
2914,217,264,264,166,264,22,264,18,22,17,39
2915,5,22,264,166,264,166,166,264,22,18,39
2916,264,22,17,5,22,166,264,5,264,166,39
2917,166,166,22,264,17,18,264,5,22,264,39
2918,5,166,166,166,22,264,17,18,264,5,39
2919,22,22,5,20,264,166,166,264,166,18,39
2920,5,22,17,264,454,264,22,17,18,5,39
2921,22,22,166,264,166,22,18,5,17,264,39
2922,5,264,166,18,166,264,22,5,17,5,39
2923,22,264,166,166,264,5,17,18,166,22,39
2924,264,166,20,17,5,18,264,22,166,264,39
2925,5,9,20,543,41,41,41,82,85,6,39
2926,165,70,99,70,70,45,230,159,45,70,39
2927,284,331,70,156,444,444,70,229,41,82,39
2928,45,3,2,9,444,37,24,41,543,41,39
2929,82,9,9,2,27,21,10,3,4,39,39
2930,39,39,85,80,67,72,420,4,15,15,39
2931,15,37,24,24,209,67,2,36,36,3,39
2932,36,157,92,36,3,15,5,212,654,479,39
2933,746,457,15,157,92,36,408,3,36,36,39
2934,3,119,36,92,343,2,117,90,108,561,39
2935,5,108,90,296,15,402,17,5,117,101,39
2936,384,44,90,22,18,108,107,402,101,5,39
2937,117,2,58,58,31,3,2,58,31,21,39
2938,27,58,136,3,58,90,58,20,5,783,39
2939,10,783,783,5,783,90,30,33,6,105,39
2940,3,213,9,31,2,36,92,36,3,157,39
2941,3,15,3,457,85,218,85,36,3,157,39
2942,92,293,36,408,92,3,36,3,119,92,39
2943,259,172,36,92,3,52,2,58,58,136,39
2944,58,128,251,246,3,39,23,10,6,254,39
2945,9,105,2,346,85,2,52,346,2249,223,39
2946,346,346,346,346,2,556,555,69,556,69,39
2947,555,555,556,69,556,69,1300,31,1187,1187,39
2948,69,2,1038,227,1038,22,280,2,5,1038,39
2949,1038,658,824,22,53,26,589,1038,296,1879,39
2950,1038,1879,1879,5,22,1879,20,3,22,9,39
2951,2,10,6,3887,2,3,9,2,2,138,39
2952,112,3,9,2,24,37,24,24,198,198,39
2953,198,198,302,198,2253,866,198,198,198,198,39
2954,198,198,968,876,969,970,16,16,16,16,39
2955,16,16,16,16,16,16,16,16,16,16,39
2956,16,16,16,16,16,16,16,16,16,16,39
2957,16,16,16,16,16,16,16,16,16,16,39
2958,16,16,16,16,16,16,16,16,16,16,39
2959,16,16,9,16,16,16,16,16,16,16,39
2960,16,16,16,16,16,16,16,16,16,16,39
2961,16,16,16,16,16,16,16,16,16,16,39
2962,16,16,16,16,16,16,16,16,16,16,39
2963,16,16,16,16,16,16,16,16,16,16,39
2964,16,16,16,16,16,16,16,16,16,16,39
2965,16,16,16,16,16,16,16,16,16,16,39
2966,16,16,16,16,16,16,16,16,16,16,39
2967,16,16,16,16,16,16,16,16,16,16,39
2968,16,16,16,16,16,16,16,16,16,16,39
2969,16,16,16,16,16,16,16,16,16,16,39
2970,16,16,16,16,16,16,16,16,16,16,39
2971,16,16,16,16,16,16,16,16,16,16,39
2972,16,16,16,16,16,16,16,16,16,16,39
2973,16,16,16,16,16,16,16,16,16,16,39
2974,16,16,16,16,16,16,16,16,16,16,39
2975,16,16,16,16,16,16,16,16,198,67,39
2976,85,67,52,20,46,2,3888,1153,2,170,39
2977,69,49,858,128,203,212,212,170,170,212,39
2978,49,296,49,479,212,5,1435,1435,22,149,39
2979,46,2788,2,3889,2789,44,22,22,344,17,39
2980,18,5,3,1435,20,46,9,22,16,16,39
2981,615,1106,16,615,16,46,2,10,6,46,39
2982,46,46,46,109,109,109,46,9,46,46,39
2983,46,46,37,24,24,46,4,46,46,2253,39
2984,2253,46,46,164,81,61,93,93,93,93,39
2985,46,93,46,81,43,46,46,46,9,93,39
2986,93,46,46,93,93,93,93,93,93,46,39
2987,46,46,46,6,46,46,138,112,46,46,39
2988,46,37,24,46,46,9,46,46,223,243,39
2989,243,223,243,223,1104,243,223,1104,243,223,39
2990,243,223,243,223,243,223,243,223,223,243,39
2991,243,223,243,223,243,223,243,223,243,223,39
2992,223,243,243,223,243,223,243,223,223,243,39
2993,243,223,223,243,223,243,223,46,243,223,39
2994,243,223,223,243,243,223,243,223,223,243,39
2995,223,243,243,223,223,243,243,223,243,223,39
2996,223,243,243,223,223,243,243,223,223,243,39
2997,223,243,243,223,243,223,243,223,243,223,39
2998,223,243,223,243,223,223,243,243,223,243,39
2999,223,223,223,243,223,243,223,243,243,223,39
3000,223,243,243,223,223,243,223,243,243,223,39
3001,243,223,223,243,223,243,243,223,223,243,39
3002,223,243,243,223,223,243,223,243,243,223,39
3003,223,243,46,46,46,1861,1033,691,872,962,39
3004,822,716,482,31,154,3890,2790,1291,716,962,39
3005,781,1862,321,2225,1033,154,822,154,154,46,39
3006,321,154,154,154,13,2791,2791,154,154,154,39
3007,154,482,781,963,154,781,321,2755,482,321,39
3008,154,154,154,822,482,1862,321,154,482,1880,39
3009,482,321,154,482,1572,154,1880,321,482,154,39
3010,3891,321,154,154,482,321,154,3892,2226,482,39
3011,154,321,154,154,691,963,46,321,154,482,39
3012,482,1622,2792,1880,3893,321,154,154,2790,321,39
3013,2226,482,2225,2743,1291,1622,962,1880,154,321,39
3014,1625,154,154,482,2792,321,691,482,497,321,39
3015,154,963,321,154,482,3894,482,872,321,154,39
3016,154,154,321,2793,154,154,2793,321,31,1100,39
3017,1100,218,2744,52,1100,1101,1100,1100,46,2794,39
3018,2254,2254,1881,2794,3,2254,863,1881,1881,13,39
3019,1881,603,3895,31,9,2784,346,346,243,223,39
3020,346,3,37,24,15,72,2,31,527,527,39
3021,31,31,527,4,31,527,527,527,3,9,39
3022,2,15,33,3,6,23,10,51,77,9,39
3023,1102,1297,23,51,960,50,34,31,44,685,39
3024,686,50,34,50,17,18,34,22,34,50,39
3025,34,131,5,50,203,34,5,50,34,34,39
3026,5,34,34,5,34,34,5,20,34,5,39
3027,5,5,267,50,34,50,352,34,34,18,39
3028,17,34,5,131,50,342,50,13,273,34,39
3029,34,3896,34,550,34,396,34,396,396,258,39
3030,34,258,258,34,34,34,34,34,34,34,39
3031,34,34,34,34,267,50,50,17,18,34,39
3032,131,50,5,50,34,50,34,20,124,34,39
3033,6,50,306,5,50,267,50,34,273,5,39
3034,50,193,131,67,50,34,51,9,6,9,39
3035,780,5,445,1184,38,749,259,112,508,445,39
3036,1184,445,749,66,49,124,24,37,24,51,39
3037,10,6,3,9,124,51,398,398,1434,1037,39
3038,398,398,398,1434,398,9,398,398,398,398,39
3039,398,398,398,398,398,398,398,398,398,398,39
3040,398,1434,1434,398,398,1434,398,398,398,398,39
3041,398,398,398,398,398,33,124,2255,103,2,39
3042,103,2255,3,2,136,2255,103,36,3,92,39
3043,36,157,526,344,36,344,1101,333,6,51,39
3044,544,3,2,105,9,51,9,37,24,4,39
3045,51,323,51,9,66,49,66,49,66,49,39
3046,72,15,49,2,49,66,66,49,49,66,39
3047,49,66,49,66,49,66,66,49,66,49,39
3048,49,66,323,3,213,9,2,2,2788,2789,39
3049,22,44,22,18,344,17,5,20,109,109,39
3050,109,22,3,9,2,6,2,3,15,9,39
3051,3,6,27,10,21,4,80,67,67,577,39
3052,60,60,37,24,60,24,24,67,60,72,39
3053,15,15,15,15,39,2,2,62,54,142,39
3054,62,86,54,21,27,30,6,10,33,1436,39
3055,2,1436,15,106,3,106,1574,259,625,112,39
3056,245,106,3897,173,3,9,85,2,6,10,39
3057,52,9,2,3,4,6,27,21,10,3,39
3058,39,15,72,15,823,37,24,3898,2,2,39
3059,3,103,1882,3,1882,136,1882,526,344,5,39
3060,2,3899,1437,280,1437,3,1882,3,6,2,39
3061,39,80,15,72,2,62,54,86,54,62,39
3062,2,36,36,3900,3,92,157,36,3,36,39
3063,15,3,3,37,24,24,49,66,6,3,39
3064,2,105,3,36,408,157,92,3,73,36,39
3065,36,119,36,3,92,3,36,128,73,1101,39
3066,36,734,590,31,36,3,92,73,36,3,39
3067,92,36,3,36,3,92,3,36,3,92,39
3068,36,3,92,73,36,3,36,92,36,36,39
3069,3,73,105,2,58,31,3,58,136,66,39
3070,49,2,39,67,80,60,60,107,184,543,39
3071,41,41,52,304,15,72,15,15,82,41,39
3072,184,60,60,85,82,67,15,15,37,24,39
3073,24,165,70,70,70,99,70,334,159,284,39
3074,45,230,187,97,156,21,27,30,3,10,39
3075,33,6,39,39,45,70,70,70,70,9,39
3076,69,161,69,525,525,70,45,230,70,85,39
3077,209,160,182,164,81,167,43,311,164,182,39
3078,160,167,93,239,69,239,69,69,239,43,39
3079,81,612,239,69,52,43,9,525,70,45,39
3080,230,15,15,9,3,23,124,6,10,544,39
3081,36,51,36,92,157,119,36,3,3,36,39
3082,3,3,3,3901,2256,73,2256,5,77,36,39
3083,3,2256,92,157,3,36,3,92,3,230,39
3084,2,69,69,555,556,555,1300,69,556,1187,39
3085,31,69,2,58,3,31,2795,2,31,58,39
3086,58,3,136,2795,58,10,105,213,3,9,39
3087,2,51,24,37,24,66,49,9,70,45,39
3088,230,51,49,66,9,230,66,51,66,49,39
3089,66,49,51,9,66,49,49,66,49,66,39
3090,49,66,66,49,9,37,24,24,4,51,39
3091,244,66,49,66,49,66,49,9,66,66,39
3092,49,49,9,323,93,49,66,66,49,66,39
3093,49,49,51,244,9,209,209,244,37,24,39
3094,24,24,244,9,85,230,45,3,213,2,39
3095,23,9,527,527,31,527,527,527,9,51,39
3096,9,51,24,37,525,4,51,9,209,9,39
3097,239,69,239,69,239,69,612,244,323,36,39
3098,157,119,92,3,3,465,36,3,92,157,39
3099,36,300,36,3,92,300,36,36,92,3,39
3100,73,36,6,10,105,51,66,49,49,69,39
3101,49,49,66,66,49,66,49,9,37,24,39
3102,9,51,66,49,9,66,49,9,72,15,39
3103,2,86,142,54,62,86,3,9,2,24,39
3104,37,66,49,4,51,9,107,184,41,184,39
3105,70,229,304,52,2,9,82,15,3,50,39
3106,31,34,478,50,686,685,17,50,34,44,39
3107,18,34,131,5,50,34,230,50,34,34,39
3108,34,34,34,5,5,34,5,50,50,34,39
3109,267,34,50,352,17,18,50,34,5,273,39
3110,50,131,5,34,34,34,34,34,34,34,39
3111,34,34,34,34,34,34,95,34,34,34,39
3112,34,50,50,34,34,5,306,50,34,323,39
3113,3,10,27,21,4,66,49,6,66,49,39
3114,24,37,49,66,244,36,119,3,157,92,39
3115,73,3,36,36,92,3,157,36,92,36,39
3116,3,300,105,80,67,15,72,15,15,15,39
3117,15,67,50,50,31,34,686,685,478,50,39
3118,44,50,34,17,18,34,50,34,34,131,39
3119,590,5,31,50,5,734,34,50,34,34,39
3120,34,34,34,50,5,1610,354,509,34,354,39
3121,354,22,50,18,34,17,22,52,34,131,39
3122,354,5,34,354,509,734,3902,34,34,13,39
3123,3903,34,944,813,217,217,34,107,34,34,39
3124,34,34,34,46,34,34,34,34,34,34,39
3125,34,34,34,34,20,34,34,34,34,34,39
3126,34,34,50,34,267,34,352,50,18,50,39
3127,34,17,22,50,50,50,131,50,50,734,39
3128,34,273,5,21,27,30,3,9,10,33,39
3129,15,15,15,20,24,37,24,24,149,22,39
3130,39,354,354,3,9,23,6,10,354,51,39
3131,77,85,509,354,306,5,52,1102,124,50,39
3132,51,34,267,50,34,50,34,17,18,22,39
3133,50,34,131,5,50,34,273,50,6,20,39
3134,5,306,50,6,34,5,306,34,50,50,39
3135,51,34,34,131,13,193,50,80,9,50,39
3136,5,13,22,50,50,50,34,273,34,1290,39
3137,131,34,5,34,193,34,34,34,34,34,39
3138,34,34,34,50,267,34,50,131,50,273,39
3139,193,5,34,124,5,306,34,50,34,50,39
3140,34,131,50,34,50,131,34,34,5,34,39
3141,34,34,34,34,34,34,34,5,5,5,39
3142,34,34,34,34,34,34,50,50,34,267,39
3143,44,50,18,17,5,131,50,273,50,50,39
3144,267,34,352,50,18,17,131,50,50,273,39
3145,5,50,34,6,306,5,50,34,50,51,39
3146,34,306,5,50,50,445,5,780,749,1184,39
3147,508,38,445,112,1184,259,3904,445,749,204,39
3148,5,44,17,18,445,5,508,1101,304,518,39
3149,204,5,567,204,5,445,445,107,184,41,39
3150,41,52,52,41,184,41,70,82,85,10,39
3151,284,99,159,334,6,70,187,97,70,112,39
3152,138,138,459,45,70,70,1298,459,138,379,39
3153,459,379,748,70,229,459,379,138,379,379,39
3154,379,379,459,379,379,379,379,379,379,51,39
3155,379,379,156,379,379,379,379,379,379,379,39
3156,379,379,379,379,138,379,459,459,1298,459,39
3157,459,459,1298,459,459,459,459,99,459,459,39
3158,459,459,459,31,459,459,1298,229,24,37,39
3159,24,2,200,593,440,593,389,593,389,593,39
3160,188,188,200,440,188,1185,1876,389,188,1185,39
3161,188,3,2,9,389,188,188,440,200,389,39
3162,188,188,99,188,188,440,200,389,188,389,39
3163,51,188,5,188,18,440,200,17,389,200,39
3164,440,389,188,284,230,124,70,70,70,70,39
3165,748,39,70,254,70,70,70,45,41,70,39
3166,229,45,70,82,2,783,783,783,783,783,39
3167,783,95,22,5,108,90,117,2,384,3905,39
3168,2,2796,90,73,17,117,2796,101,18,108,39
3169,22,44,5,90,1289,296,5,101,2,117,39
3170,402,31,436,1438,1439,2797,1439,436,2798,1572,39
3171,2799,2800,3906,2801,2802,22,2803,2804,436,5,39
3172,1438,90,20,51,4,9,2,31,6,10,39
3173,544,124,9,209,15,72,2,1440,3907,3908,39
3174,1188,1252,1440,2805,1188,788,1252,2806,1252,2805,39
3175,2806,1252,1188,1188,1188,1188,1188,1252,1188,51,39
3176,323,24,37,24,3,2,9,51,2,3,39
3177,31,58,136,58,3,36,2,92,36,157,39
3178,3,15,300,3,73,36,138,9,2,2,39
3179,36,92,3,119,105,36,92,408,157,3,39
3180,36,1096,52,36,119,92,36,3,198,198,39
3181,198,3909,198,569,569,1107,198,198,51,9,39
3182,198,876,969,968,970,16,16,16,16,10,39
3183,16,16,16,16,16,105,16,16,16,16,39
3184,16,16,16,16,16,16,16,16,16,16,39
3185,16,16,16,16,16,16,16,16,16,16,39
3186,16,16,16,16,16,16,16,16,16,16,39
3187,16,16,16,16,16,16,16,16,16,16,39
3188,16,16,16,16,16,16,16,16,16,16,39
3189,16,16,16,16,16,16,16,16,16,16,39
3190,16,16,16,16,16,16,16,16,16,16,39
3191,16,16,16,16,16,16,16,16,16,16,39
3192,16,16,16,16,16,16,16,16,16,16,39
3193,16,16,16,16,16,16,16,16,16,16,39
3194,16,16,16,16,16,16,16,16,16,16,39
3195,16,16,16,16,16,16,16,16,16,16,39
3196,16,16,16,16,16,16,16,16,16,16,39
3197,16,16,16,16,16,16,16,16,16,16,39
3198,16,16,16,198,16,16,615,16,1106,615,39
3199,16,615,51,81,164,311,160,182,167,160,39
3200,167,61,9,81,43,93,93,93,93,93,39
3201,43,51,3,9,44,2,101,171,1189,250,39
3202,146,171,465,101,73,250,300,101,73,610,39
3203,73,101,18,146,2,17,101,250,171,6,39
3204,2807,22,146,171,101,5,53,3910,171,101,39
3205,1626,3911,1626,22,101,868,171,73,171,1626,39
3206,2808,171,101,2808,22,17,18,5,3912,53,39
3207,125,22,171,3913,2809,3914,2257,2809,73,2810,39
3208,22,18,17,5,125,53,22,20,37,24,39
3209,22,51,2,31,10,6,9,2,103,1441,39
3210,1441,3,103,1441,103,103,3,58,103,103,39
3211,103,103,1441,3,58,103,51,3,2,9,39
3212,51,9,24,37,24,323,2,3915,2,49,39
3213,69,49,49,2,49,66,138,112,9,51,39
3214,109,109,109,109,109,109,109,109,109,109,39
3215,109,109,109,109,109,109,109,109,109,109,39
3216,109,109,109,109,109,2,54,62,62,86,39
3217,142,54,2,86,54,142,772,54,86,2,39
3218,494,130,22,614,497,380,581,2,659,5,39
3219,52,658,659,52,659,67,130,53,1039,5,39
3220,659,2811,22,659,2,824,658,31,2811,824,39
3221,296,824,659,22,53,44,3,589,18,659,39
3222,824,67,17,824,5,971,5,20,37,24,39
3223,24,6,10,9,51,9,24,37,24,323,39
3224,49,66,72,15,2,3,15,52,659,589,39
3225,866,30,33,9,323,27,4,10,51,3,39
3226,21,2,103,22,58,6,58,3,44,18,39
3227,103,130,17,103,103,5,53,103,58,130,39
3228,22,103,3,53,18,136,103,130,17,44,39
3229,58,5,689,103,689,58,103,916,689,916,39
3230,20,2,829,280,227,2258,661,829,829,661,39
3231,829,20,3,2,10,6,37,24,2,657,39
3232,614,1301,44,581,497,6,2,2259,119,1301,39
3233,1169,2,119,130,2260,18,17,5,1301,53,39
3234,2812,3,67,3,1301,3,53,20,2,6,39
3235,10,49,66,49,66,49,66,49,66,49,39
3236,66,49,49,66,49,66,66,49,66,49,39
3237,80,489,15,72,15,15,37,24,15,15,39
3238,10,21,3,6,52,17,5,39,124,44,39
3239,314,209,2,873,1180,873,873,1180,302,555,39
3240,1036,410,302,31,828,302,410,555,828,2813,39
3241,345,1867,106,625,173,106,245,1155,173,173,39
3242,489,9,10,77,64,3,2,6,39,302,39
3243,302,828,128,87,214,302,302,1036,302,828,39
3244,828,410,302,1615,743,552,353,1036,302,828,39
3245,1883,302,410,828,302,410,828,107,184,41,39
3246,52,304,41,82,41,184,85,82,45,70,39
3247,45,45,99,70,70,70,748,334,159,230,39
3248,284,70,156,187,97,70,37,24,24,41,39
3249,70,229,82,230,95,489,21,10,51,6,39
3250,3,124,544,77,37,24,24,489,24,37,39
3251,72,15,2813,6,124,77,489,37,24,3916,39
3252,417,417,60,60,80,67,823,60,60,15,39
3253,72,15,67,15,15,2,138,112,2,31,39
3254,1438,436,2,1572,2158,2799,2797,2801,1438,436,39
3255,1439,2798,2800,58,2804,2802,3,1438,2803,22,39
3256,5,31,436,2,58,22,31,1438,3917,58,39
3257,107,36,119,67,58,36,3,92,36,3,39
3258,36,3,36,157,3,58,136,58,58,173,39
3259,5,58,36,36,857,746,67,457,654,212,39
3260,479,246,20,27,21,39,30,33,657,119,39
3261,1301,130,497,2,614,44,22,2259,581,1169,39
3262,130,2,2260,1301,497,657,5,119,17,53,39
3263,18,22,119,5,1301,3,15,3,2812,24,39
3264,37,24,659,494,497,380,614,581,658,659,39
3265,31,658,497,659,659,824,52,296,130,20,39
3266,824,5,659,53,3,589,1039,824,659,824,39
3267,22,44,3,18,22,53,17,971,5,659,39
3268,20,9,2,105,22,85,10,6,52,6,39
3269,66,49,66,49,39,254,9,198,198,198,39
3270,3918,198,198,876,969,968,198,198,970,16,39
3271,16,16,16,16,16,16,16,16,16,16,39
3272,16,16,16,16,16,16,16,16,16,16,39
3273,16,16,16,16,16,16,16,16,16,16,39
3274,16,16,16,16,16,16,16,16,16,16,39
3275,16,16,16,16,16,16,16,16,16,16,39
3276,16,16,16,16,16,16,16,16,16,16,39
3277,16,16,16,16,16,16,16,16,16,16,39
3278,16,16,16,16,16,16,16,16,16,16,39
3279,16,16,16,16,16,16,16,16,16,16,39
3280,16,16,16,16,16,16,16,16,16,16,39
3281,16,16,16,16,16,16,16,16,16,16,39
3282,16,16,16,16,16,16,16,16,16,16,39
3283,16,16,16,16,16,16,16,16,16,16,39
3284,16,16,16,16,16,16,16,16,16,16,39
3285,16,16,16,16,16,16,16,16,16,16,39
3286,16,16,16,16,16,16,16,16,16,16,39
3287,16,16,16,16,16,16,16,16,16,16,39
3288,16,16,16,16,16,16,16,16,16,16,39
3289,16,16,16,16,16,16,16,16,16,16,39
3290,16,16,16,16,16,16,16,16,16,198,39
3291,16,1106,615,16,16,615,66,49,9,24,39
3292,37,24,53,2,679,679,2120,53,53,22,39
3293,53,130,44,18,17,5,22,52,130,53,39
3294,53,9,22,53,2,6,81,164,182,160,39
3295,167,164,182,311,164,160,167,61,81,43,39
3296,43,53,170,3919,170,170,3920,2,2814,2814,39
3297,49,66,66,49,3,2,3,1442,2,175,39
3298,31,524,297,175,283,52,283,297,369,119,39
3299,119,9,2,49,66,66,49,2,3921,85,39
3300,498,53,53,53,53,15,72,2,103,916,39
3301,689,103,3,689,2,916,103,689,58,58,39
3302,3,58,689,4,53,203,2,1443,3922,1627,39
3303,22,1627,1627,3923,1627,37,24,20,3,213,39
3304,9,112,138,2,6,10,4,9,4,15,39
3305,489,3,77,2,263,263,80,80,263,263,39
3306,2,5,3,31,719,719,719,719,1444,2,39
3307,1444,1444,44,17,5,18,1444,179,1302,180,39
3308,40,102,180,40,40,1444,40,1444,1617,789,39
3309,49,66,49,66,66,49,49,66,3,9,39
3310,2,213,6,10,9,719,5,719,719,719,39
3311,719,719,719,5,719,5,719,719,5,719,39
3312,15,5,719,719,36,3,36,157,92,3,39
3313,173,3,170,170,36,92,3,36,73,157,39
3314,3,92,73,173,36,170,170,36,36,3,39
3315,92,36,36,293,343,36,36,3,92,170,39
3316,73,170,468,432,40,9,10,105,6,24,39
3317,37,9,66,49,2,208,15,2261,496,3924,39
3318,2262,776,489,3925,2262,3,15,2262,3,66,39
3319,49,3,9,2,208,3926,6,489,105,10,39
3320,9,9,4,9,972,972,972,972,2,9,39
3321,9,972,2,17,5,5,20,660,31,6,39
3322,3,3,5,469,469,170,469,469,469,469,39
3323,469,469,469,3,2,9,10,6,469,469,39
3324,469,469,469,469,469,469,469,469,469,469,39
3325,469,469,469,469,469,469,469,6,3,2,39
3326,469,9,9,4,972,3,9,2,469,469,39
3327,469,213,20,3,1103,1103,9,2,6,27,39
3328,10,21,9,3,4,39,39,489,77,3,39
3329,77,489,51,10,2757,6,3,124,124,17,39
3330,17,5,20,213,6,10,31,3,2,1303,39
3331,3,2,105,3,2,105,17,5,124,711,39
3332,124,124,544,124,105,124,544,124,544,124,39
3333,80,67,15,72,15,15,15,67,39,39,39
3334,37,24,652,3927,955,652,44,652,18,31,39
3335,17,21,5,27,3,30,33,9,6,10,39
3336,85,3,6,52,9,124,51,77,138,112,39
3337,51,525,525,323,4,80,72,15,15,15,39
3338,15,112,138,69,69,161,24,37,24,21,39
3339,27,3,30,10,33,6,9,39,3,6,39
3340,9,124,30,77,51,9,525,51,9,167,39
3341,182,311,160,164,81,167,160,61,81,43,39
3342,43,51,2,58,3,31,58,31,58,58,39
3343,3,5,80,58,5,246,90,117,2,67,39
3344,15,22,5,146,108,90,108,107,90,5,39
3345,17,18,22,90,44,101,108,117,3,213,39
3346,9,20,2,31,37,24,24,9,51,9,39
3347,51,244,244,66,49,66,49,66,49,9,39
3348,66,49,9,37,24,66,49,51,4,39,39
3349,2,58,3,58,344,526,2694,343,2,69,39
3350,49,49,323,3,9,2,15,72,2,2815,39
3351,2815,49,2,2,1872,31,1872,138,112,3,39
3352,9,2,9,51,9,37,24,24,9,9,39
3353,66,49,66,49,66,49,66,66,49,49,39
3354,9,49,66,9,9,51,37,24,4,2,39
3355,3,2263,103,58,175,31,2,2263,2,175,39
3356,283,283,52,297,58,3,58,344,526,2,39
3357,3,36,92,157,36,3,1884,128,15,36,39
3358,2,2,662,662,662,369,2263,662,85,498,39
3359,119,2,9,105,662,323,9,9,244,49,39
3360,49,49,49,9,49,49,49,112,138,49,39
3361,66,9,24,37,9,9,69,239,69,239,39
3362,612,239,69,2,1304,1304,66,49,9,51,39
3363,9,66,49,24,37,1304,1304,1304,1304,1304,39
3364,4,323,49,49,49,49,15,72,2,15,39
3365,27,10,21,9,3,4,6,49,66,49,39
3366,66,39,43,81,346,346,6,3,2,3,39
3367,31,2,5,369,498,119,2,105,105,119,39
3368,5,3,2,105,39,80,107,41,184,41,39
3369,52,304,72,15,15,82,41,41,184,85,39
3370,82,15,15,37,24,24,99,70,45,70,39
3371,334,45,159,284,70,187,97,156,27,21,39
3372,30,33,6,9,39,70,4,70,3,70,39
3373,45,70,70,77,230,70,45,10,6,23,39
3374,124,39,254,51,41,229,70,82,95,51,39
3375,9,64,178,5,3,15,3,64,5,15,39
3376,3,178,64,178,64,15,5,3,178,106,39
3377,259,112,64,178,64,178,2,31,2264,22,39
3378,2264,3928,22,2264,107,67,64,20,544,124,39
3379,1102,105,345,2,3,9,1249,6,10,51,39
3380,296,198,198,198,198,582,198,198,2816,198,39
3381,198,198,876,970,198,969,968,16,16,16,39
3382,16,16,16,16,16,16,16,16,16,16,39
3383,16,16,16,16,16,16,16,16,16,16,39
3384,16,16,16,16,16,16,16,16,16,16,39
3385,16,16,16,16,16,16,16,16,16,16,39
3386,16,16,16,16,16,16,16,16,16,16,39
3387,16,16,16,16,16,16,16,16,16,16,39
3388,16,16,16,16,16,16,16,16,16,16,39
3389,16,16,16,51,16,16,16,16,16,16,39
3390,16,16,16,16,16,16,16,16,16,16,39
3391,16,16,16,16,16,16,16,16,16,16,39
3392,16,16,16,16,16,16,16,16,16,16,39
3393,16,16,16,16,16,16,16,16,16,16,39
3394,16,16,16,16,16,16,16,16,16,16,39
3395,16,16,16,16,16,37,16,24,24,16,39
3396,24,16,16,16,16,16,16,16,16,16,39
3397,16,16,16,16,16,16,16,16,16,16,39
3398,16,16,16,16,16,16,16,16,16,16,39
3399,16,16,198,198,198,582,2816,198,198,969,39
3400,968,876,198,970,198,16,16,16,16,16,39
3401,198,9,112,138,16,16,615,1106,615,51,39
3402,51,43,9,51,3,972,2,972,972,3,39
3403,972,3,2,9,323,37,24,24,2,72,39
3404,3929,15,1261,972,2817,17,44,18,22,52,39
3405,5,1443,947,22,20,2,2,22,3930,2,39
3406,663,663,663,2,3,58,31,58,3,58,39
3407,2,2,1628,1628,2265,2,2265,2265,3931,2818,39
3408,2818,3,2,9,51,15,2,1629,119,680,39
3409,1305,1629,1305,1629,2,1305,119,1629,1629,80,39
3410,1885,1885,1885,1885,3,9,213,2,2,3932,39
3411,2,1886,3,1886,3,31,1886,588,479,333,39
3412,5,479,128,293,342,588,193,173,479,203,39
3413,588,654,1886,31,2,64,380,44,2266,5,39
3414,18,2266,380,17,2266,64,64,20,26,26,39
3415,26,26,26,26,26,26,26,26,26,26,39
3416,26,26,26,26,26,26,26,26,26,26,39
3417,26,26,26,26,26,3,26,26,26,26,39
3418,26,26,26,26,26,26,26,26,26,26,39
3419,213,9,2,26,26,26,26,26,26,26,39
3420,26,26,345,6,10,26,26,26,26,26,39
3421,26,26,26,26,26,26,26,26,26,26,39
3422,26,26,26,26,26,26,26,26,26,26,39
3423,26,26,26,26,26,26,26,26,26,26,39
3424,26,26,26,26,26,26,26,26,26,26,39
3425,26,26,26,26,26,26,26,26,26,26,39
3426,26,26,26,26,26,26,26,26,26,26,39
3427,26,26,26,26,26,26,26,26,26,26,39
3428,26,26,26,26,26,26,26,26,26,26,39
3429,26,26,15,26,26,26,26,26,26,26,39
3430,26,26,26,26,26,26,26,26,26,26,39
3431,26,26,26,26,26,26,26,26,26,26,39
3432,26,26,26,26,26,26,26,26,26,26,39
3433,26,26,26,26,26,26,26,26,26,26,39
3434,26,26,26,26,26,26,26,26,26,26,39
3435,26,26,26,26,26,26,26,26,26,26,39
3436,26,26,26,26,26,26,26,26,26,26,39
3437,26,26,26,26,26,26,26,26,26,26,39
3438,26,26,26,26,26,26,26,26,26,26,39
3439,26,26,26,26,26,26,26,26,26,26,39
3440,26,3,26,26,30,51,9,33,26,26,39
3441,26,26,26,26,26,26,26,26,26,26,39
3442,6,26,26,26,26,26,26,26,26,26,39
3443,26,26,26,26,26,26,26,26,26,26,39
3444,26,26,26,26,26,26,26,26,26,26,39
3445,4,26,26,26,26,26,26,26,26,26,39
3446,26,26,26,26,26,26,26,26,26,26,39
3447,26,26,26,26,26,26,26,26,26,26,39
3448,26,26,26,26,26,26,26,26,26,26,39
3449,26,26,26,26,26,26,26,26,26,26,39
3450,26,26,26,26,26,26,26,26,26,26,39
3451,26,26,26,26,26,26,26,26,26,26,39
3452,26,26,26,26,26,24,26,37,26,26,39
3453,26,26,26,26,26,26,26,26,26,26,39
3454,26,26,26,26,26,26,26,26,26,26,39
3455,26,26,26,26,26,26,26,26,26,26,39
